,t,channel,roi_name,mean,cell_count
519,86,1,roi_bac,68.024956,1
520,86,1,roi_dic,70.79485,632
521,86,1,roi_air,68.25998,0
522,87,0,roi_bac,82.583405,2551
523,87,0,roi_dic,86.06152,3935
524,87,0,roi_air,83.84392,1
525,87,1,roi_bac,68.02009,1
526,87,1,roi_dic,70.78964,636
527,87,1,roi_air,68.24766,0
528,88,0,roi_bac,82.5833,2557
529,88,0,roi_dic,86.01314,3899
530,88,0,roi_air,83.8063,1
531,88,1,roi_bac,68.03565,1
532,88,1,roi_dic,70.78851,601
533,88,1,roi_air,68.26889,0
534,89,0,roi_bac,82.53572,2575
535,89,0,roi_dic,85.95422,3986
536,89,0,roi_air,83.79069,1
537,89,1,roi_bac,68.01837,1
538,89,1,roi_dic,70.77155,628
539,89,1,roi_air,68.26428,0
540,90,0,roi_bac,82.56063,2515
541,90,0,roi_dic,85.98185,3946
542,90,0,roi_air,83.812874,1
543,90,1,roi_bac,68.0189,1
544,90,1,roi_dic,70.76297,594
545,90,1,roi_air,68.25923,0
546,91,0,roi_bac,82.510826,2587
547,91,0,roi_dic,85.87891,3824
548,91,0,roi_air,83.75008,1
549,91,1,roi_bac,68.00827,1
550,91,1,roi_dic,70.724304,577
551,91,1,roi_air,68.234406,0
552,92,0,roi_bac,82.57123,2565
553,92,0,roi_dic,85.92095,3878
554,92,0,roi_air,83.80486,1
555,92,1,roi_bac,68.029144,1
556,92,1,roi_dic,70.72473,576
557,92,1,roi_air,68.25701,0
558,93,0,roi_bac,82.529686,2570
559,93,0,roi_dic,85.86642,3831
560,93,0,roi_air,83.75795,1
561,93,1,roi_bac,68.02252,1
562,93,1,roi_dic,70.691284,540
563,93,1,roi_air,68.23513,0
564,94,0,roi_bac,82.50727,2568
565,94,0,roi_dic,85.81956,3843
566,94,0,roi_air,83.70662,1
567,94,1,roi_bac,68.02087,1
568,94,1,roi_dic,70.65157,522
569,94,1,roi_air,68.26235,0
570,95,0,roi_bac,82.51654,2473
571,95,0,roi_dic,85.808205,3880
572,95,0,roi_air,83.739426,1
573,95,1,roi_bac,68.01254,1
574,95,1,roi_dic,70.65554,541
575,95,1,roi_air,68.23606,0
576,96,0,roi_bac,82.43076,2515
577,96,0,roi_dic,85.68005,3834
578,96,0,roi_air,83.61447,1
579,96,1,roi_bac,68.01029,1
580,96,1,roi_dic,70.65533,496
581,96,1,roi_air,68.25709,0
582,97,0,roi_bac,82.481445,2525
583,97,0,roi_dic,85.722786,3832
584,97,0,roi_air,83.69163,1
585,97,1,roi_bac,68.049545,1
586,97,1,roi_dic,70.69234,477
587,97,1,roi_air,68.252815,0
588,98,0,roi_bac,82.458084,2446
589,98,0,roi_dic,85.676895,3802
590,98,0,roi_air,83.65017,1
591,98,1,roi_bac,68.01251,1
592,98,1,roi_dic,70.64743,471
593,98,1,roi_air,68.255554,0
594,99,0,roi_bac,82.3874,2509
595,99,0,roi_dic,85.55256,3761
596,99,0,roi_air,83.58979,1
597,99,1,roi_bac,68.015366,1
598,99,1,roi_dic,70.64509,475
599,99,1,roi_air,68.28007,0
600,100,0,roi_bac,82.46723,2495
601,100,0,roi_dic,85.66504,3693
602,100,0,roi_air,83.670815,1
603,100,1,roi_bac,68.020775,1
604,100,1,roi_dic,70.65352,464
605,100,1,roi_air,68.25754,0
606,101,0,roi_bac,82.37555,2439
607,101,0,roi_dic,85.51595,3736
608,101,0,roi_air,83.54989,1
609,101,1,roi_bac,68.012886,1
610,101,1,roi_dic,70.651024,457
611,101,1,roi_air,68.26329,0
612,102,0,roi_bac,82.4538,2447
613,102,0,roi_dic,85.61458,3707
614,102,0,roi_air,83.66876,1
615,102,1,roi_bac,68.00635,1
616,102,1,roi_dic,70.64473,473
617,102,1,roi_air,68.24283,0
618,103,0,roi_bac,82.4262,2427
619,103,0,roi_dic,85.541565,3658
620,103,0,roi_air,83.570885,1
621,103,1,roi_bac,68.02026,1
622,103,1,roi_dic,70.63796,450
623,103,1,roi_air,68.26199,0
624,104,0,roi_bac,82.45614,2416
625,104,0,roi_dic,85.56566,3662
626,104,0,roi_air,83.60732,1
627,104,1,roi_bac,68.011185,1
628,104,1,roi_dic,70.61771,453
629,104,1,roi_air,68.26422,0
630,105,0,roi_bac,82.43069,2398
631,105,0,roi_dic,85.478546,3695
632,105,0,roi_air,83.59241,1
633,105,1,roi_bac,67.99941,1
634,105,1,roi_dic,70.60839,439
635,105,1,roi_air,68.27141,0
636,106,0,roi_bac,82.39536,2420
637,106,0,roi_dic,85.409935,3639
638,106,0,roi_air,83.50138,1
639,106,1,roi_bac,68.01011,1
640,106,1,roi_dic,70.60307,455
641,106,1,roi_air,68.25789,0
642,107,0,roi_bac,82.40944,2385
643,107,0,roi_dic,85.437836,3641
644,107,0,roi_air,83.57063,1
645,107,1,roi_bac,68.02443,1
646,107,1,roi_dic,70.60419,448
647,107,1,roi_air,68.25502,0
648,108,0,roi_bac,82.40434,2388
649,108,0,roi_dic,85.38559,3578
650,108,0,roi_air,83.567055,1
651,108,1,roi_bac,67.9942,1
652,108,1,roi_dic,70.56107,463
653,108,1,roi_air,68.226006,0
654,109,0,roi_bac,82.35647,2383
655,109,0,roi_dic,85.34945,3516
656,109,0,roi_air,83.49808,1
657,109,1,roi_bac,68.0245,1
658,109,1,roi_dic,70.594505,454
659,109,1,roi_air,68.2776,0
660,110,0,roi_bac,82.35244,2295
661,110,0,roi_dic,85.27836,3588
662,110,0,roi_air,83.52457,1
663,110,1,roi_bac,68.00267,1
664,110,1,roi_dic,70.53716,446
665,110,1,roi_air,68.2764,0
666,111,0,roi_bac,82.32477,2339
667,111,0,roi_dic,85.15798,3590
668,111,0,roi_air,83.46498,1
669,111,1,roi_bac,68.002464,1
670,111,1,roi_dic,70.48636,418
671,111,1,roi_air,68.24897,0
672,112,0,roi_bac,82.38268,2295
673,112,0,roi_dic,85.286896,3540
674,112,0,roi_air,83.52997,1
675,112,1,roi_bac,67.99819,1
676,112,1,roi_dic,70.48171,415
677,112,1,roi_air,68.2613,0
678,113,0,roi_bac,82.32942,2262
679,113,0,roi_dic,85.20903,3633
680,113,0,roi_air,83.43443,1
681,113,1,roi_bac,67.99862,1
682,113,1,roi_dic,70.43708,394
683,113,1,roi_air,68.249306,0
684,114,0,roi_bac,82.407104,2277
685,114,0,roi_dic,85.28543,3576
686,114,0,roi_air,83.49332,1
687,114,1,roi_bac,68.000786,1
688,114,1,roi_dic,70.419685,388
689,114,1,roi_air,68.27079,0
690,115,0,roi_bac,82.335365,2285
691,115,0,roi_dic,85.16842,3589
692,115,0,roi_air,83.44803,1
693,115,1,roi_bac,67.99854,1
694,115,1,roi_dic,70.37268,400
695,115,1,roi_air,68.231255,0
696,116,0,roi_bac,82.31827,2262
697,116,0,roi_dic,85.153244,3528
698,116,0,roi_air,83.44338,1
699,116,1,roi_bac,67.985634,1
700,116,1,roi_dic,70.32362,394
701,116,1,roi_air,68.25529,0
702,117,0,roi_bac,82.313675,2238
703,117,0,roi_dic,85.147804,3481
704,117,0,roi_air,83.439476,1
705,117,1,roi_bac,67.99352,1
706,117,1,roi_dic,70.32169,378
707,117,1,roi_air,68.256096,0
708,118,0,roi_bac,82.25756,2283
709,118,0,roi_dic,85.09412,3408
710,118,0,roi_air,83.37581,1
711,118,1,roi_bac,67.99827,1
712,118,1,roi_dic,70.28007,374
713,118,1,roi_air,68.217545,0
714,119,0,roi_bac,82.33179,2249
715,119,0,roi_dic,85.14678,3455
716,119,0,roi_air,83.42781,1
717,119,1,roi_bac,68.01317,1
718,119,1,roi_dic,70.27699,376
719,119,1,roi_air,68.3025,0
720,120,0,roi_bac,82.249146,2186
721,120,0,roi_dic,85.03275,3473
722,120,0,roi_air,83.369026,1
723,120,1,roi_bac,67.9842,1
724,120,1,roi_dic,70.21566,359
725,120,1,roi_air,68.277824,0
726,121,0,roi_bac,82.30064,2218
727,121,0,roi_dic,85.06557,3385
